,Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
1458,SAN LUIS,Belgrano,Naranjo Esquino,--,--,--,--,--,--,--,--,--
1459,SAN LUIS,Belgrano,Nogolí,--,--,--,SI,--,--,SI,SI,--
1460,SAN LUIS,Belgrano,Pozo Cavado,--,--,--,--,--,--,--,--,--
1461,SAN LUIS,Belgrano,Pozo Del Tala,--,--,--,--,--,--,--,--,--
1462,SAN LUIS,Belgrano,Represa Del Carmen,--,--,--,--,--,--,--,--,--
1463,SAN LUIS,Belgrano,San Antonio,--,--,--,--,--,--,--,--,--
1464,SAN LUIS,Belgrano,San Pedro,--,--,--,--,--,--,--,SI,--
1465,SAN LUIS,Belgrano,Santa Rosa Del Gigante,--,--,--,--,--,--,--,--,--
1466,SAN LUIS,Belgrano,Suyuque Nuevo,--,--,--,--,--,--,--,--,--
1467,SAN LUIS,Belgrano,Toro Negro,--,--,--,--,--,--,--,--,--
1468,SAN LUIS,Chacabuco,Villa Larca,--,--,--,--,SI,SI,SI,SI,--
1469,SAN LUIS,Coronel Pringles,Balde De La Isla,--,--,--,--,--,--,--,--,--
1470,SAN LUIS,Coronel Pringles,Carolina,--,--,--,--,--,--,SI,SI,--
1471,SAN LUIS,Coronel Pringles,Cerros Largos,--,--,--,--,--,--,--,--,--
1472,SAN LUIS,Coronel Pringles,Cienaga De Intihuasi,--,--,--,--,--,--,--,--,--
1473,SAN LUIS,Coronel Pringles,El Arenal,--,--,--,--,--,--,--,--,--
1474,SAN LUIS,Coronel Pringles,El Baldecito,--,--,--,--,--,--,--,--,--
1475,SAN LUIS,Coronel Pringles,El Durazno,--,--,--,--,--,SI,--,SI,--
1476,SAN LUIS,Coronel Pringles,El Trapiche,--,--,--,--,SI,SI,SI,SI,--
1477,SAN LUIS,Coronel Pringles,Eleodoro Lobos,--,--,--,--,SI,SI,--,--,--
1478,SAN LUIS,Coronel Pringles,Estancia Grande,--,--,--,--,--,--,--,--,--
1479,SAN LUIS,Coronel Pringles,Fraga,--,--,--,SI,SI,--,SI,SI,--
1480,SAN LUIS,Coronel Pringles,Intihuasi,--,--,--,--,--,--,--,--,--
1481,SAN LUIS,Coronel Pringles,La Bajada,--,--,--,--,--,--,--,SI,--
1482,SAN LUIS,Coronel Pringles,La Florida,--,--,--,--,--,--,--,SI,--
1483,SAN LUIS,Coronel Pringles,La Petra,--,--,--,--,--,--,--,--,--
1484,SAN LUIS,Coronel Pringles,La Toma,SI,--,--,--,SI,SI,--,SI,--
1485,SAN LUIS,Coronel Pringles,La Totora,--,--,--,--,SI,SI,--,--,--
1486,SAN LUIS,Coronel Pringles,Las Barranquitas,--,--,--,--,--,SI,--,--,--
1487,SAN LUIS,Coronel Pringles,Las Pircas,--,--,--,--,--,--,--,--,--
1488,SAN LUIS,Coronel Pringles,Loma Alta,--,--,--,--,--,--,--,--,--
1489,SAN LUIS,Coronel Pringles,Marmol Verde,--,--,--,--,--,--,--,--,--
1490,SAN LUIS,Coronel Pringles,Pampa Del Tamboreo,--,--,--,--,--,--,--,--,--
1491,SAN LUIS,Coronel Pringles,Paso Del Rey,--,--,--,--,--,--,--,--,--
1492,SAN LUIS,Coronel Pringles,Río Grande,--,--,--,--,--,--,--,SI,--
1493,SAN LUIS,Coronel Pringles,Riocito,--,--,--,--,--,--,--,--,--
1494,SAN LUIS,Coronel Pringles,Saladillo,--,--,--,SI,SI,SI,--,SI,--
1495,SAN LUIS,Coronel Pringles,Valle De Pancanta,--,--,--,--,--,--,--,--,--
1496,SAN LUIS,General Pedernera,5Ta Brigada,--,--,--,--,--,--,--,--,--
1497,SAN LUIS,General Pedernera,Caldenadas,--,--,--,--,--,--,--,--,--
1498,SAN LUIS,General Pedernera,Colonia Don Antonio,--,--,--,--,--,--,--,--,--
1499,SAN LUIS,General Pedernera,Coronel Alzogaray,--,--,--,--,--,--,--,--,--
1500,SAN LUIS,General Pedernera,Country Club Los Caldenes,--,--,--,--,--,--,--,--,--
1501,SAN LUIS,General Pedernera,Dique Vulpiani,--,--,--,--,SI,SI,--,--,--
1502,SAN LUIS,General Pedernera,Juan Jorba,--,--,--,--,SI,--,SI,SI,--
1503,SAN LUIS,General Pedernera,Juan Llerena,--,--,--,--,--,--,SI,SI,--
1504,SAN LUIS,General Pedernera,Justo Daract,SI,--,SI,--,SI,SI,SI,SI,--
1505,SAN LUIS,General Pedernera,La Angelina,--,--,--,--,--,--,--,SI,--
1506,SAN LUIS,General Pedernera,La Esquina,--,--,--,--,SI,SI,--,--,--
1507,SAN LUIS,General Pedernera,La Punilla,--,--,--,--,--,--,SI,SI,--
1508,SAN LUIS,General Pedernera,La Ribera,--,--,--,--,SI,SI,--,--,--
1509,SAN LUIS,General Pedernera,Las Isletas,--,--,--,--,--,--,--,--,--
1510,SAN LUIS,General Pedernera,Lavaisse,--,--,--,--,--,--,--,SI,--
1511,SAN LUIS,General Pedernera,Liborio Luna,--,--,--,--,SI,SI,--,--,--
1512,SAN LUIS,General Pedernera,Nación Ranquel,--,--,--,--,--,--,--,--,--
1513,SAN LUIS,General Pedernera,Rio Quinto,--,--,--,--,--,--,--,--,--
1514,SAN LUIS,General Pedernera,San José del Morro,--,--,--,--,--,--,--,SI,--
1515,SANTA FE,San Lorenzo,Coronel Arnold,--,--,--,SI,SI,--,SI,--,--
1516,SANTA FE,San Lorenzo,Fray Luis Beltrán,SI,SI,--,SI,SI,SI,SI,--,--
1517,SANTA FE,San Lorenzo,Fuentes,SI,--,--,SI,SI,SI,SI,--,--
1518,SANTA FE,San Lorenzo,Luis Palacios (Est. La Salada),--,SI,--,--,SI,--,SI,SI,--
1519,SANTA FE,San Lorenzo,Puerto General San Martín,--,--,--,SI,SI,SI,--,SI,SI
1520,SANTA FE,San Lorenzo,Pujato,SI,--,--,--,SI,SI,SI,SI,--
1521,SANTA FE,San Lorenzo,Ricardone,SI,SI,--,SI,SI,SI,SI,SI,SI
1522,SANTA FE,San Lorenzo,Roldán,SI,SI,--,SI,SI,SI,SI,SI,--
1523,SANTA FE,San Lorenzo,San Jerónimo Sud,SI,SI,--,SI,SI,SI,SI,--,--
1524,SANTIAGO DEL ESTERO,Aguirre,Casares,--,--,--,--,--,--,--,--,--
1525,SANTA FE,General Obligado,Florencia,SI,SI,--,--,SI,SI,SI,SI,SI
1526,SANTA FE,General Obligado,Guadalupe Norte,SI,--,--,--,SI,--,SI,--,--
1527,SANTA FE,General Obligado,Ingeniero Chanourdie,--,--,--,--,--,--,SI,SI,SI
1528,SANTA FE,General Obligado,La Isleta,--,--,--,--,--,--,--,--,SI
1529,SANTA FE,General Obligado,La Sarita,--,--,--,--,SI,--,SI,SI,--
1530,SANTA FE,General Obligado,Lanteri,--,--,--,--,SI,SI,SI,SI,--
1531,SANTA FE,General Obligado,Las Garzas,SI,--,--,--,SI,--,SI,--,--
1532,SANTA FE,General Obligado,Las Toscas,SI,SI,--,SI,SI,SI,SI,SI,SI
1533,SANTA FE,General Obligado,Los Laureles,--,--,--,--,SI,--,SI,--,--
1534,SANTA FE,General Obligado,Malabrigo,SI,SI,--,--,SI,SI,SI,SI,--
1535,SANTA FE,General Obligado,Paraje San Manuel,--,--,--,--,--,--,SI,--,SI
1536,SANTA FE,General Obligado,Puerto Reconquista,--,--,--,--,SI,--,SI,--,--
1537,SAN LUIS,Junín,Talita,--,--,--,--,--,--,--,SI,SI
1538,SAN LUIS,La Capital,Alto Pelado,--,--,--,--,--,--,--,SI,--
1539,SAN LUIS,La Capital,Alto Pencoso,--,--,--,SI,SI,--,--,SI,--
1540,SAN LUIS,La Capital,Balde,--,--,--,SI,SI,--,--,SI,SI
1541,SAN LUIS,La Capital,Beazley,--,--,--,--,--,--,--,SI,--
1542,SAN LUIS,La Capital,Boca Del Tigre,--,--,--,--,--,--,--,--,SI
1543,SAN LUIS,La Capital,Cazador,--,--,--,--,--,--,--,SI,--
1544,SAN LUIS,La Capital,Cerro Colorado,--,--,--,--,--,--,--,--,--
1545,SAN LUIS,La Capital,Charlone,--,--,--,--,--,--,--,--,--
1546,SAN LUIS,La Capital,Chosmes,--,--,--,--,SI,SI,--,SI,--
1547,SAN LUIS,La Capital,CRUZ DE PIEDRA,--,--,--,--,--,--,--,--,--
1548,SAN LUIS,La Capital,Daniel Donovan,--,--,--,--,--,--,--,--,--
1549,SAN LUIS,La Capital,Desaguadero,--,--,--,SI,--,--,--,SI,--
1550,SAN LUIS,La Capital,El Charabon,--,--,--,--,--,--,--,--,--
1551,SAN LUIS,La Capital,El Chorrillo,--,--,--,--,SI,SI,--,--,--
1552,SAN LUIS,La Capital,El Volcán,--,SI,--,--,--,--,SI,SI,--
1553,SAN LUIS,La Capital,Estancia Grande,--,--,--,--,--,--,--,--,--
1554,SAN LUIS,La Capital,Jarilla,--,--,--,--,--,--,--,SI,--
1555,SAN LUIS,La Capital,Juan W. Gez,--,--,--,--,--,--,--,--,--
1556,SAN LUIS,La Capital,Juana Koslay,SI,--,SI,SI,--,--,SI,SI,--
1557,SAN LUIS,La Capital,La Punta,--,SI,--,SI,SI,SI,--,--,--
1558,SAN LUIS,La Capital,Las Barrancas,--,--,--,--,--,--,--,SI,SI
1559,SAN LUIS,La Capital,Las Chacras,--,--,--,--,--,--,--,--,--
1560,SALTA,Orán,San Ramón de la Nueva Orán,SI,SI,--,SI,SI,SI,SI,--,SI
1561,SALTA,Orán,Urundel,--,--,--,SI,SI,SI,SI,SI,SI
1562,SALTA,Rivadavia,Alto de la Sierra,--,--,--,SI,--,--,--,SI,--
1563,SALTA,Rivadavia,Capitán Juan Pagé,--,--,--,--,--,--,--,SI,--
1564,SALTA,Rivadavia,Coronel Juan Solá,SI,--,--,SI,SI,SI,SI,SI,SI
1565,SALTA,Rivadavia,Hito 1,--,--,--,--,--,--,--,--,--
1566,SALTA,Rivadavia,La Unión,--,--,--,--,SI,--,--,--,SI
1567,SALTA,Rivadavia,Los Blancos,--,--,--,--,SI,--,--,SI,--
1568,SALTA,Rivadavia,Pluma de Pato,--,--,--,--,SI,--,--,SI,--
1569,SALTA,Rivadavia,Rivadavia,--,--,--,SI,SI,--,--,--,--
1570,SALTA,Rivadavia,Santa María,--,--,--,--,--,--,--,--,--
1571,SALTA,Rivadavia,Santa Rosa,--,--,--,--,--,--,--,--,--
1572,SALTA,Rivadavia,Santa Victoria Este,SI,--,--,SI,SI,--,SI,SI,SI
1573,SALTA,Rosario de la Frontera,Antilla,--,--,--,SI,SI,--,--,--,SI
1574,SALTA,Rosario de la Frontera,Copo Quile,--,--,--,SI,SI,--,--,--,--
1575,SALTA,Rosario de la Frontera,El Naranjo,--,--,--,SI,SI,SI,--,--,SI
1576,RIO NEGRO,El Cuy,Naupa Huen,--,--,--,SI,--,--,--,--,--
1577,RIO NEGRO,El Cuy,Paso Córdova,--,--,--,--,--,--,--,--,--
1578,RIO NEGRO,El Cuy,Valle Azul,--,--,--,--,--,--,SI,SI,SI
1579,RIO NEGRO,General Roca,Allen,SI,--,SI,SI,SI,SI,SI,SI,SI
1580,RIO NEGRO,General Roca,Bajo San Cayetano,--,--,--,--,SI,SI,--,SI,--
1581,RIO NEGRO,General Roca,Barda del Medio,--,--,SI,--,SI,SI,SI,SI,SI
1582,RIO NEGRO,General Roca,Barrio Blanco,--,--,--,--,--,--,--,--,--
1583,RIO NEGRO,General Roca,Barrio Calle Ciega Nº10,--,--,--,--,--,--,--,--,--
1584,RIO NEGRO,General Roca,Barrio Calle Ciega Nº6,--,--,--,--,--,--,--,--,--
1585,RIO NEGRO,General Roca,Barrio Canale,--,--,--,--,--,--,--,--,--
1586,RIO NEGRO,General Roca,Barrio Chacra Monte,--,--,--,--,SI,SI,SI,SI,--
1587,RIO NEGRO,General Roca,Barrio Costa Este,--,--,--,--,--,--,--,--,--
1588,RIO NEGRO,General Roca,Barrio Costa Linda,--,--,--,--,--,--,--,--,--
1589,RIO NEGRO,General Roca,Barrio Costa Oeste,--,--,--,--,SI,SI,--,--,--
1590,RIO NEGRO,General Roca,Barrio Destacamento,--,--,--,--,--,--,--,--,SI
1591,RIO NEGRO,General Roca,Barrio El Labrador,--,--,--,--,--,--,--,SI,--
1592,RIO NEGRO,General Roca,Barrio El Maruchito,--,--,--,--,--,--,--,--,--
1593,RIO NEGRO,General Roca,Barrio El Petróleo,--,--,--,--,--,--,--,SI,--
1594,RIO NEGRO,General Roca,Barrio El Treinta,--,--,--,--,SI,SI,--,--,--
1595,RIO NEGRO,General Roca,Barrio Emergente,--,--,--,--,--,SI,--,--,--
1596,RIO NEGRO,General Roca,Barrio Fátima,--,--,--,--,--,--,--,SI,--
1597,RIO NEGRO,General Roca,Barrio Frontera,--,--,--,--,--,--,--,SI,--
1598,RIO NEGRO,General Roca,Barrio Goretti,--,--,--,--,--,--,--,--,--
1599,RIO NEGRO,9 de Julio,Prahuaniyeu,--,--,--,--,--,--,SI,--,SI
1600,RIO NEGRO,9 de Julio,Sierra Colorada,--,--,--,SI,SI,--,--,SI,SI
1601,RIO NEGRO,9 de Julio,Treneta,--,--,--,--,--,--,--,SI,--
1602,RIO NEGRO,9 de Julio,Yaminué,--,--,--,--,--,--,--,SI,--
1603,RIO NEGRO,Adolfo Alsina,Bahía Creek,--,--,--,--,--,--,--,--,--
1604,RIO NEGRO,Adolfo Alsina,El Cóndor,--,--,--,--,SI,SI,SI,SI,--
1605,RIO NEGRO,Adolfo Alsina,El Juncal,--,--,--,--,--,--,--,--,--
1606,RIO NEGRO,Adolfo Alsina,Guardia Mitre,--,--,--,--,SI,--,SI,SI,SI
1607,RIO NEGRO,Adolfo Alsina,La Lobería,--,--,--,--,--,--,--,--,--
1608,RIO NEGRO,Adolfo Alsina,Loteo Costa de Río,--,--,--,--,--,--,--,--,--
1609,RIO NEGRO,Adolfo Alsina,Pozo Salado,--,--,--,--,--,--,--,--,--
1610,RIO NEGRO,Adolfo Alsina,San Javier,--,--,--,--,--,--,SI,SI,SI
1611,RIO NEGRO,Adolfo Alsina,Viedma,SI,SI,SI,SI,SI,SI,SI,SI,SI
1612,RIO NEGRO,Avellaneda,Barrio Unión,--,--,--,--,--,--,--,--,--
1613,RIO NEGRO,Avellaneda,Chelforó,--,--,--,--,--,--,--,--,--
1614,RIO NEGRO,Avellaneda,Chimpay,--,--,--,SI,SI,SI,--,--,SI
1615,RIO NEGRO,Avellaneda,Choele Choel,SI,SI,SI,SI,SI,SI,SI,SI,SI
1616,SALTA,Rosario de la Frontera,El Potrero,--,--,--,SI,--,--,--,--,SI
1617,RIO NEGRO,Avellaneda,Coronel Belisle,--,--,--,SI,SI,SI,SI,SI,SI
1618,RIO NEGRO,Avellaneda,Darwin,--,--,--,SI,SI,--,--,SI,SI
1619,RIO NEGRO,Avellaneda,Lamarque,--,SI,SI,SI,SI,SI,SI,SI,SI
1620,RIO NEGRO,Avellaneda,Luis Beltrán,--,SI,SI,SI,SI,SI,SI,SI,SI
1621,RIO NEGRO,Avellaneda,Pomona,--,SI,--,--,SI,SI,--,SI,SI
1622,RIO NEGRO,Bariloche,Arelauquen,--,--,--,--,SI,SI,--,--,--
1623,RIO NEGRO,Bariloche,Barrio El Pilar,--,--,--,--,SI,SI,--,--,--
1624,RIO NEGRO,Bariloche,Colonia Suiza,--,--,--,--,SI,SI,--,--,--
1625,RIO NEGRO,Bariloche,El Bolsón,SI,SI,--,SI,SI,SI,SI,SI,SI
1626,RIO NEGRO,Bariloche,El Foyel,--,--,--,--,SI,SI,--,--,SI
1627,RIO NEGRO,Bariloche,Mallín Ahogado,--,--,--,--,--,--,--,--,--
1628,RIO NEGRO,Bariloche,Rio Villegas,--,--,--,--,--,--,SI,--,SI
1629,RIO NEGRO,General Roca,Barrio Guerrico,SI,--,SI,SI,--,SI,SI,SI,--
1630,RIO NEGRO,General Roca,Barrio Isla 10,--,--,--,--,--,--,--,SI,--
1631,RIO NEGRO,General Roca,Barrio La Barda,--,--,--,--,--,--,--,SI,--
1632,RIO NEGRO,General Roca,Barrio La Costa,--,--,--,--,--,--,--,--,--
1633,RIO NEGRO,General Roca,Barrio La Costa,--,--,--,--,--,--,--,SI,--
1634,RIO NEGRO,General Roca,Barrio La Defensa,--,--,--,--,--,--,--,SI,--
1635,RIO NEGRO,General Roca,Barrio La Herradura,--,--,--,--,--,--,--,--,--
1636,RIO NEGRO,General Roca,Barrio La Lor,--,--,--,--,SI,SI,--,--,--
1637,RIO NEGRO,General Roca,Barrio La Ribera - Barrio APYCAR,--,--,--,--,SI,SI,--,SI,--
1638,RIO NEGRO,General Roca,Barrio Las Angustias,--,--,--,--,SI,SI,--,--,--
1639,RIO NEGRO,General Roca,Barrio Luisillo,--,--,--,--,--,--,--,SI,--
1640,RIO NEGRO,General Roca,Barrio Mar del Plata,--,--,--,--,--,--,--,SI,--
1641,RIO NEGRO,General Roca,Barrio María Elvira,--,--,--,--,SI,SI,--,--,--
1642,RIO NEGRO,General Roca,Barrio Moño Azul,--,--,--,--,--,--,--,SI,--
1643,RIO NEGRO,General Roca,Barrio Mosconi,--,--,--,--,SI,SI,SI,SI,--
1644,RIO NEGRO,General Roca,Barrio Norte (municipio de Cinco Saltos),--,--,--,--,--,--,--,--,--
1645,RIO NEGRO,General Roca,Barrio Norte (municipio de Cipolletti),--,--,--,--,--,--,--,SI,--
1646,RIO NEGRO,General Roca,Barrio Pinar,--,--,--,--,--,--,--,SI,--
1647,RIO NEGRO,General Roca,Barrio Pino Azul,--,--,--,--,SI,SI,--,--,--
1648,RIO NEGRO,General Roca,Barrio Porvenir,--,--,--,--,--,--,--,SI,--
1649,RIO NEGRO,General Roca,Barrio Presidente Perón,--,--,--,--,--,--,--,--,--
1650,RIO NEGRO,General Roca,Barrio Puente 83,--,--,--,--,--,--,--,SI,--
1651,RIO NEGRO,General Roca,Barrio Puente De Madera,--,--,--,--,--,--,--,--,--
1652,RIO NEGRO,General Roca,Barrio Santa Lucia,--,--,--,--,--,--,--,SI,--
1653,RIO NEGRO,General Roca,Barrio Santa Rita,--,--,--,--,--,--,--,SI,--
1654,RIO NEGRO,General Roca,Barrio Tres Luces,--,--,--,--,SI,SI,--,--,--
1655,RIO NEGRO,General Roca,Catriel,--,--,--,SI,SI,SI,--,SI,SI
1656,RIO NEGRO,General Roca,Cervantes,--,SI,--,--,SI,--,SI,SI,SI
1657,RIO NEGRO,General Roca,Chichinales,--,--,--,SI,SI,SI,SI,SI,SI
1658,RIO NEGRO,General Roca,Cinco Saltos,SI,--,SI,SI,SI,SI,SI,SI,SI
1659,RIO NEGRO,General Roca,Cipolletti,SI,SI,SI,SI,SI,SI,SI,SI,SI
1660,RIO NEGRO,General Roca,Contralmirante Cordero,--,--,--,--,SI,--,SI,SI,SI
1661,RIO NEGRO,General Roca,Ferri,--,--,--,--,SI,SI,--,SI,--
1662,RIO NEGRO,General Roca,General Enrique Godoy,--,--,--,SI,SI,SI,--,SI,SI
1663,RIO NEGRO,General Roca,General Fernández Oro,SI,--,SI,SI,SI,SI,SI,SI,SI
1664,RIO NEGRO,General Roca,General Roca,SI,SI,SI,SI,SI,SI,SI,SI,SI
1665,RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,SI,--,SI,SI,SI,SI,SI,SI,SI
1666,RIO NEGRO,General Roca,Ingeniero Otto Krause,--,--,--,--,--,--,--,SI,--
1667,RIO NEGRO,General Roca,Mainqué,--,--,--,--,SI,--,--,SI,SI
1668,RIO NEGRO,General Roca,Paso Córdova,--,--,--,--,--,--,--,SI,--
1669,RIO NEGRO,General Roca,Península Ruca Co,--,--,--,--,--,--,--,--,--
1670,RIO NEGRO,General Roca,Peñas Blancas,--,--,--,--,--,--,--,--,SI
1671,RIO NEGRO,General Roca,Puente Cero,--,--,--,--,SI,SI,--,SI,--
1672,RIO NEGRO,General Roca,Sargento Vidal,--,--,--,--,SI,--,--,SI,--
1673,RIO NEGRO,General Roca,Tres Luces,--,--,--,--,--,--,--,--,--
1674,RIO NEGRO,General Roca,Villa Alberdi,--,--,--,--,--,--,--,SI,--
1675,RIO NEGRO,General Roca,Villa del Parque,--,--,--,--,--,--,--,SI,--
1676,RIO NEGRO,General Roca,Villa Manzano,--,--,--,--,SI,SI,SI,SI,SI
1677,RIO NEGRO,General Roca,Villa Regina,SI,--,SI,SI,SI,SI,SI,SI,SI
1678,RIO NEGRO,General Roca,Villa San Isidro,--,--,--,SI,--,SI,--,SI,--
1679,RIO NEGRO,Ñorquincó,Las Bayas,--,--,--,--,--,--,--,--,--
1680,RIO NEGRO,Pichi Mahuida,Colonia Juliá y Echarren,--,SI,--,SI,SI,--,--,SI,SI
1681,RIO NEGRO,Pichi Mahuida,Juventud Unida,--,--,--,SI,--,--,--,--,--
1682,RIO NEGRO,Pichi Mahuida,Pichi Mahuida,--,--,--,--,--,--,--,--,--
1683,RIO NEGRO,Pichi Mahuida,Río Colorado,SI,SI,SI,SI,SI,SI,SI,SI,SI
1684,RIO NEGRO,Pichi Mahuida,Salto Andersen,--,--,--,--,--,--,--,--,SI
1685,RIO NEGRO,Pilcaniyeu,Cañadón Chileno,--,--,--,--,--,--,--,--,--
1686,RIO NEGRO,Pilcaniyeu,Comallo,--,--,--,SI,SI,--,--,SI,SI
1687,RIO NEGRO,Pilcaniyeu,Dina Huapi,SI,--,SI,SI,SI,SI,SI,SI,SI
1688,RIO NEGRO,Pilcaniyeu,Laguna Blanca,--,--,--,--,--,--,--,--,SI
1689,RIO NEGRO,Pilcaniyeu,Ñirihuau,--,--,--,--,--,--,--,--,--
1690,RIO NEGRO,Pilcaniyeu,Paso Flores,--,--,--,--,--,--,--,--,SI
1691,RIO NEGRO,Pilcaniyeu,Pilcaniyeu,--,--,--,--,--,--,--,--,SI
1692,RIO NEGRO,Pilcaniyeu,Pilquiniyeu del Limay,--,--,--,SI,--,--,--,--,--
1693,RIO NEGRO,Pilcaniyeu,Villa Llanquín,--,--,--,--,--,--,--,--,SI
1694,RIO NEGRO,San Antonio,El Empalme,--,--,--,--,--,--,--,--,--
1695,RIO NEGRO,San Antonio,Las Grutas,SI,--,SI,SI,SI,SI,SI,--,SI
1696,RIO NEGRO,San Antonio,Playas Doradas,--,--,--,--,--,--,--,SI,--
1697,SAN JUAN,Chimbas,Chimbas,SI,--,SI,SI,SI,SI,SI,SI,--
1698,SAN JUAN,Chimbas,El Mogote,--,--,--,--,--,--,--,--,--
1699,SAN JUAN,Chimbas,Villa Paula Albarracin,--,--,--,--,SI,SI,--,SI,--
1700,SAN JUAN,Iglesia,Angualasto,--,--,--,--,SI,--,--,SI,--
1701,SAN JUAN,Iglesia,Bella Vista,--,--,--,--,--,--,--,SI,SI
1702,SAN JUAN,Iglesia,Iglesia,--,--,--,--,--,--,SI,SI,SI
1703,SAN JUAN,Iglesia,Las Flores,--,--,--,--,SI,SI,SI,SI,SI
1704,SAN JUAN,Iglesia,Pismanta,--,--,--,--,--,--,--,SI,SI
1705,SAN JUAN,Iglesia,Rodeo,--,--,--,--,SI,SI,SI,SI,--
1706,SAN JUAN,Iglesia,Tudcum,--,--,--,--,--,--,SI,SI,SI
1707,SAN JUAN,Jáchal,El Fical,--,--,--,--,--,--,--,--,--
1708,SAN JUAN,Jáchal,El Fiscal,--,--,--,--,--,--,--,--,--
1709,SAN JUAN,Jáchal,El Médano,--,--,--,--,--,--,--,SI,--
1710,SAN JUAN,Jáchal,Gran China,--,--,--,--,--,--,--,SI,--
1711,SAN JUAN,Jáchal,Huaco,--,--,--,--,--,--,SI,SI,--
1712,SAN JUAN,Jáchal,La Falda,--,--,--,--,--,--,--,--,--
1713,SAN JUAN,Jáchal,Mogna,--,--,--,--,--,--,--,SI,--
1714,SAN JUAN,Jáchal,Niquivil,--,--,--,--,SI,--,SI,SI,--
1715,SAN JUAN,Jáchal,Pampa Vieja,--,--,--,--,--,--,--,SI,--
1716,SAN JUAN,Jáchal,San Isidro,--,--,--,--,--,--,--,SI,--
1717,RIO NEGRO,San Antonio,Puerto San Antonio Este,SI,--,--,SI,--,--,SI,SI,SI
1718,RIO NEGRO,San Antonio,Punta Colorada,--,--,--,--,--,--,--,SI,--
1719,RIO NEGRO,San Antonio,Saco Viejo,--,--,--,--,--,--,--,SI,SI
1720,RIO NEGRO,San Antonio,San Antonio Oeste,SI,--,SI,SI,SI,SI,SI,SI,SI
1721,RIO NEGRO,San Antonio,Sierra Grande,SI,--,SI,SI,SI,SI,SI,SI,SI
1722,RIO NEGRO,Valcheta,Aguada Cecilio,--,--,--,SI,--,--,--,--,--
1723,RIO NEGRO,Valcheta,Arroyo Los Berros,--,--,--,--,--,--,--,--,SI
1724,RIO NEGRO,Valcheta,Arroyo Ventana,--,--,--,--,--,--,SI,--,SI
1725,RIO NEGRO,Valcheta,Nahuel Niyeu,--,--,--,SI,--,--,--,--,--
1726,RIO NEGRO,Valcheta,Sierra Pailemán,--,--,--,--,--,--,SI,--,SI
1727,RIO NEGRO,Valcheta,Valcheta,--,--,--,SI,SI,--,SI,SI,SI
1728,SALTA,Anta,Apolinario Saravia,--,SI,--,SI,SI,SI,SI,SI,SI
1729,SALTA,Anta,Ceibalito,--,--,--,SI,--,--,--,--,SI
1730,SALTA,Anta,Centro 25 de Junio,--,--,--,--,SI,SI,--,--,--
1731,SALTA,Anta,Coronel Mollinedo,--,--,--,--,SI,--,--,SI,SI
1732,SALTA,Anta,Coronel Olleros,--,--,--,--,SI,--,--,SI,SI
1733,SALTA,Cafayate,Tolombón,--,--,--,--,SI,--,--,--,--
1734,SALTA,Capital,Atocha,--,--,--,SI,SI,SI,--,SI,--
1735,SALTA,Capital,El Tipal - La Almudena,--,--,--,--,SI,SI,--,SI,SI
1736,SALTA,Capital,La Ciénaga y Barrio San Rafael,--,--,--,--,SI,--,--,SI,--
1737,SALTA,Capital,Las Costas,--,--,--,--,--,SI,--,SI,--
1738,SALTA,Capital,Salta,SI,SI,SI,SI,SI,SI,SI,SI,SI
1739,SALTA,Capital,Villa San Lorenzo,SI,SI,--,SI,SI,SI,SI,SI,SI
1740,SALTA,Cerrillos,Barrio El Congreso,--,--,--,SI,SI,--,--,--,--
1741,SALTA,Cerrillos,Barrio Las Tunas,--,--,--,SI,SI,--,--,--,--
1742,SALTA,Cerrillos,Barrio Los Olmos,--,--,--,--,--,--,--,--,--
1743,SALTA,Cerrillos,Barrio Los Pinares,SI,--,--,SI,--,--,--,SI,--
1744,SALTA,Cerrillos,Cerrillos,SI,SI,--,SI,SI,SI,SI,SI,SI
1745,SALTA,Grl. José de San Martín,Misión Kilómetro 6,--,--,--,--,--,--,--,--,--
1746,SALTA,Grl. José de San Martín,Misión Tierras Fiscales,--,--,--,--,--,--,--,--,--
1747,SALTA,Cerrillos,La Merced,--,--,--,SI,SI,SI,SI,SI,SI
1748,SALTA,Cerrillos,San Agustín,--,--,--,--,--,--,SI,SI,SI
1749,SALTA,Cerrillos,Villa Los Álamos,--,--,--,--,SI,SI,--,--,--
1750,SALTA,Chicoana,Barrio Finca La Maroma,--,--,--,SI,--,--,--,--,--
1751,SALTA,Chicoana,Barrio La Rotonda,--,--,--,SI,--,--,--,SI,--
1752,SALTA,Chicoana,Barrio Santa Teresita,--,--,--,SI,--,--,--,--,--
1753,SALTA,Chicoana,Chicoana,SI,--,--,SI,SI,SI,SI,SI,SI
1754,SALTA,Chicoana,El Carril,SI,--,--,SI,SI,SI,SI,SI,SI
1755,SALTA,General Güemes,Campo Santo,SI,--,--,SI,SI,SI,SI,SI,SI
1756,SALTA,General Güemes,Cobos,--,--,--,SI,SI,--,--,SI,--
1757,SALTA,General Güemes,El Bordo,--,--,--,SI,--,--,--,SI,--
1758,SALTA,General Güemes,General Güemes,SI,--,--,SI,SI,SI,SI,--,SI
